date,True,Predicted
24/03/2024,30.475,29.70164
25/03/2024,32.975,29.706928
26/03/2024,32.050000000000004,29.718016
27/03/2024,32.175,29.719566
28/03/2024,29.325000000000003,29.720282
29/03/2024,31.25,29.710552
30/03/2024,29.9,29.713234
31/03/2024,34.425,29.710247
01/04/2024,33.375,29.724386
02/04/2024,33.075,29.726986
03/04/2024,33.175,29.726763
04/04/2024,33.275,29.727036
05/04/2024,32.425,29.727606
06/04/2024,30.275,29.725607
07/04/2024,31.675,29.71765
08/04/2024,30.950000000000003,29.719233
09/04/2024,29.550000000000004,29.717762
10/04/2024,30.825,29.71194
11/04/2024,31.599999999999998,29.713865
12/04/2024,31.875,29.717731
13/04/2024,33.5,29.720167
14/04/2024,31.5,29.726023
15/04/2024,32.175,29.721987
16/04/2024,31.9,29.72222
17/04/2024,31.025000000000002,29.721632
18/04/2024,31.849999999999998,29.718365
19/04/2024,33.8,29.719866
20/04/2024,33.275,29.726759
21/04/2024,32.925000000000004,29.72788
22/04/2024,32.449999999999996,29.727144
23/04/2024,34.1,29.725563
24/04/2024,33.725,29.729563
25/04/2024,32.725,29.730122
26/04/2024,33.775,29.727707
27/04/2024,34.35,29.72964
28/04/2024,37.575,29.731716
29/04/2024,33.75,29.737322
30/04/2024,33.599999999999994,29.732895
01/05/2024,32.8,29.731184
02/05/2024,32.3,29.728897
03/05/2024,33.775,29.726734
04/05/2024,34.35,29.72995
05/05/2024,35.825,29.732317
06/05/2024,33.0,29.735508
14/05/2024,33.449999999999996,29.730965
15/05/2024,32.525,29.730406
16/05/2024,32.400000000000006,29.727938
17/05/2024,34.150000000000006,29.726616
18/05/2024,35.0,29.730742
21/05/2024,33.675,29.733692
22/05/2024,33.175000000000004,29.731756
23/05/2024,34.15,29.729897
28/05/2024,35.6,29.73163
02/06/2024,37.6,29.734903
03/06/2024,34.75,29.738226
04/06/2024,32.05,29.735222
05/06/2024,30.525000000000002,29.728306
06/06/2024,30.599999999999998,29.720665
07/06/2024,30.6,29.717747
08/06/2024,32.6,29.716606
09/06/2024,30.699999999999996,29.72299
10/06/2024,32.25,29.719154
11/06/2024,34.575,29.722239
12/06/2024,33.15,29.729897
13/06/2024,33.175,29.728817
14/06/2024,33.25,29.728178
15/06/2024,33.775000000000006,29.7282
16/06/2024,35.425000000000004,29.729578
17/06/2024,34.6,29.733454
18/06/2024,33.875,29.733105
19/06/2024,34.75,29.731606
20/06/2024,34.95,29.733156
21/06/2024,36.175,29.73414
22/06/2024,34.575,29.736378
23/06/2024,33.975,29.734518
24/06/2024,32.4,29.73294
25/06/2024,29.25,29.728767
26/06/2024,29.6,29.71657
27/06/2024,31.925000000000004,29.712273
28/06/2024,32.1,29.71903
29/06/2024,33.375,29.722504
30/06/2024,33.3,29.727215
01/07/2024,33.525,29.728403
02/07/2024,32.275,29.729126
03/07/2024,34.550000000000004,29.725868
04/07/2024,33.4,29.73056
05/07/2024,32.574999999999996,29.729548
06/07/2024,33.199999999999996,29.726894
07/07/2024,35.00000000000001,29.727798
08/07/2024,34.475,29.732431
09/07/2024,33.275,29.732826
10/07/2024,31.599999999999998,29.730366
11/07/2024,33.45,29.724848
12/07/2024,33.849999999999994,29.728214
13/07/2024,32.425,29.73056
14/07/2024,33.775000000000006,29.72756
15/07/2024,33.225,29.729923
16/07/2024,32.550000000000004,29.729477
17/07/2024,31.025,29.727419
18/07/2024,31.6,29.721699
19/07/2024,33.074999999999996,29.721174
20/07/2024,32.074999999999996,29.72585
21/07/2024,34.45,29.724617
22/07/2024,30.8,29.730299
23/07/2024,28.675,29.722025
24/07/2024,32.49999999999999,29.71038
25/07/2024,32.3,29.719135
26/07/2024,32.9,29.72259
27/07/2024,34.699999999999996,29.725374
28/07/2024,31.55,29.730791
29/07/2024,31.15,29.724253
30/07/2024,31.625,29.71986
31/07/2024,32.12500000000001,29.719915
01/08/2024,31.174999999999997,29.721872
02/08/2024,31.15,29.71948
03/08/2024,32.35,29.718222
04/08/2024,35.625,29.721895
05/08/2024,35.575,29.731756
06/08/2024,34.525,29.73427
07/08/2024,36.150000000000006,29.732975
08/08/2024,35.55,29.735409
09/08/2024,36.05,29.735287
10/08/2024,36.724999999999994,29.7361
11/08/2024,30.95,29.737318
12/08/2024,33.575,29.725859
13/08/2024,32.15,29.729132
14/08/2024,31.85,29.726925
15/08/2024,30.85,29.724924
16/08/2024,33.125,29.720724
17/08/2024,31.349999999999998,29.726252
18/08/2024,34.3,29.722935
19/08/2024,33.25,29.72967
20/08/2024,32.975,29.729362
21/08/2024,32.449999999999996,29.728209
22/08/2024,33.175000000000004,29.72625
23/08/2024,30.450000000000003,29.727571
24/08/2024,32.475,29.719484
25/08/2024,32.25,29.722748
26/08/2024,32.300000000000004,29.723816
27/08/2024,36.0,29.724203
28/08/2024,33.975,29.733221
29/08/2024,33.7,29.731932
30/08/2024,31.625,29.730726
31/08/2024,33.0,29.724709
01/09/2024,31.625,29.726576
02/09/2024,33.3,29.723345
03/09/2024,34.3,29.727072
04/09/2024,35.325,29.730967
05/09/2024,33.375,29.734015
06/09/2024,31.125,29.730957
10/09/2024,38.75,29.723389
11/09/2024,30.374999999999996,29.737051
12/09/2024,24.4,29.724026
13/09/2024,29.375,29.699265
14/09/2024,29.325000000000003,29.703781
15/09/2024,29.874999999999996,29.70591
16/09/2024,28.6,29.708126
17/09/2024,30.674999999999997,29.70448
18/09/2024,30.25,29.709497
19/09/2024,28.825,29.710161
20/09/2024,28.424999999999997,29.70516
21/09/2024,28.35,29.701786
22/09/2024,28.7,29.700428
23/09/2024,27.8,29.701027
24/09/2024,28.275000000000002,29.698795
25/09/2024,28.499999999999996,29.699112
30/09/2024,29.1,29.699886
01/10/2024,27.749999999999996,29.701868
02/10/2024,29.35,29.698753
03/10/2024,28.15,29.701923
04/10/2024,30.1,29.69975
05/10/2024,29.950000000000003,29.704618
06/10/2024,31.35,29.70622
07/10/2024,30.700000000000003,29.711685
08/10/2024,31.475,29.71184
09/10/2024,30.35,29.714586
10/10/2024,28.700000000000003,29.7119
11/10/2024,31.124999999999996,29.70509
12/10/2024,31.299999999999997,29.710747
13/10/2024,32.175000000000004,29.714382
14/10/2024,32.125,29.718966
15/10/2024,30.300000000000004,29.720722
16/10/2024,31.575,29.714975
17/10/2024,31.35,29.716963
18/10/2024,30.8,29.717447
19/10/2024,30.0,29.715618
22/10/2024,30.974999999999994,29.711924
23/10/2024,30.849999999999998,29.713894
24/10/2024,30.699999999999996,29.714523
25/10/2024,30.25,29.714123
26/10/2024,30.400000000000002,29.712267
27/10/2024,28.349999999999994,29.711975
28/10/2024,29.349999999999998,29.704874
29/10/2024,29.549999999999997,29.705074
30/10/2024,29.95,29.705956
02/11/2024,29.975,29.70756
03/11/2024,29.975,29.70823
04/11/2024,29.125,29.708353
05/11/2024,30.475,29.705452
06/11/2024,30.924999999999997,29.708738
07/11/2024,30.900000000000002,29.711926
08/11/2024,31.450000000000003,29.713112
09/11/2024,29.875,29.715544
10/11/2024,33.599999999999994,29.710978
11/11/2024,27.550000000000004,29.721958
12/11/2024,29.625,29.706163
13/11/2024,31.025000000000002,29.70591
14/11/2024,32.075,29.711391
15/11/2024,30.05,29.717695
16/11/2024,29.900000000000002,29.712994
17/11/2024,31.525,29.710026
18/11/2024,29.975,29.714788
19/11/2024,30.799999999999997,29.7115
20/11/2024,30.824999999999996,29.712711
21/11/2024,30.299999999999997,29.713503
22/11/2024,29.5,29.71196
23/11/2024,28.225,29.708426
24/11/2024,28.525,29.702917
25/11/2024,29.525,29.70173
26/11/2024,28.425,29.704483
27/11/2024,30.325000000000003,29.70212
28/11/2024,30.1,29.706951
29/11/2024,30.525000000000002,29.708261
30/11/2024,30.1,29.710077
01/12/2024,30.299999999999997,29.709276
02/12/2024,31.475,29.70952
03/12/2024,31.25,29.713968
04/12/2024,30.15,29.71523
05/12/2024,29.825,29.711704
06/12/2024,27.724999999999998,29.709026
07/12/2024,27.0,29.701551
08/12/2024,27.324999999999996,29.69733
09/12/2024,28.125,29.696875
10/12/2024,29.725,29.698586
11/12/2024,28.125,29.703627
12/12/2024,28.125,29.700603
13/12/2024,26.800000000000004,29.699257
14/12/2024,27.4,29.695719
15/12/2024,29.825,29.695906
16/12/2024,29.625,29.702297
17/12/2024,29.55,29.704132
18/12/2024,27.8,29.704388
19/12/2024,30.224999999999998,29.699358
20/12/2024,26.275,29.704662
21/12/2024,28.075,29.696102
22/12/2024,28.425000000000004,29.697424
23/12/2024,28.65,29.69896
24/12/2024,28.4,29.700062
25/12/2024,29.075000000000003,29.69972
26/12/2024,27.3,29.701458
27/12/2024,27.225,29.69739
28/12/2024,28.5,29.695938
29/12/2024,28.950000000000003,29.698553
30/12/2024,28.349999999999998,29.700665
31/12/2024,27.8,29.69967
01/01/2025,29.15,29.697878
02/01/2025,28.799999999999997,29.700886
03/01/2025,28.375,29.70104
04/01/2025,28.725,29.699852
05/01/2025,28.250000000000004,29.700384
06/01/2025,27.700000000000003,29.69935
07/01/2025,28.799999999999997,29.697636
08/01/2025,27.7,29.699919
09/01/2025,28.725,29.697884
10/01/2025,26.549999999999997,29.699785
11/01/2025,26.6,29.695297
12/01/2025,28.625,29.694105
13/01/2025,28.075,29.698256
14/01/2025,28.55,29.698214
15/01/2025,26.575000000000003,29.699272
16/01/2025,28.875,29.694992
17/01/2025,27.3,29.698975
18/01/2025,25.15,29.696486
19/01/2025,27.775,29.691767
20/01/2025,26.05,29.69534
21/01/2025,28.150000000000002,29.692999
22/01/2025,27.1,29.696476
23/01/2025,27.425,29.695204
24/01/2025,28.75,29.69542
25/01/2025,28.75,29.698664
26/01/2025,24.8,29.699783
27/01/2025,28.875,29.69182
28/01/2025,37.0,29.697714
29/01/2025,20.875,29.725761
30/01/2025,22.125,29.69195
31/01/2025,22.925,29.6872
01/02/2025,24.700000000000003,29.687468
02/02/2025,26.4,29.689302
03/02/2025,24.65,29.691925
04/02/2025,26.825000000000003,29.689844
05/02/2025,25.700000000000003,29.692568
06/02/2025,25.675,29.691324
07/02/2025,24.950000000000003,29.690948
08/02/2025,24.125,29.689842
09/02/2025,26.1,29.68866
10/02/2025,25.5,29.691036
11/02/2025,28.275,29.690622
12/02/2025,27.950000000000003,29.695513
13/02/2025,28.075,29.696285
14/02/2025,25.875,29.696745
15/02/2025,25.025000000000002,29.692513
16/02/2025,26.05,29.690361
17/02/2025,25.5,29.691479
18/02/2025,26.099999999999998,29.690922
19/02/2025,25.824999999999996,29.691706
20/02/2025,28.174999999999997,29.691467
21/02/2025,27.325,29.695812
22/02/2025,26.424999999999997,29.695215
23/02/2025,26.7,29.693218
24/02/2025,26.3,29.693233
25/02/2025,25.1,29.692572
26/02/2025,26.724999999999998,29.690588
27/02/2025,27.25,29.69269
28/02/2025,27.675,29.694214
01/03/2025,26.650000000000002,29.695501
02/03/2025,28.85,29.69378
03/03/2025,26.925,29.698158
04/03/2025,28.6,29.695091
05/03/2025,26.775,29.697924
06/03/2025,25.125,29.694756
07/03/2025,26.2,29.691153
08/03/2025,26.724999999999998,29.692085
09/03/2025,27.4,29.693254
10/03/2025,28.3,29.694826
11/03/2025,27.65,29.697285
12/03/2025,26.9,29.696493
13/03/2025,27.724999999999998,29.694607
14/03/2025,27.325,29.69582
15/03/2025,28.299999999999997,29.695343
16/03/2025,28.099999999999998,29.6974
17/03/2025,25.175,29.697607
18/03/2025,26.575000000000003,29.691933
19/03/2025,27.375,29.692928
20/03/2025,27.825000000000003,29.694794
21/03/2025,28.475,29.696264
22/03/2025,29.275000000000002,29.698242
23/03/2025,30.7,29.701107
24/03/2025,29.9,29.70681
25/03/2025,29.425,29.706451
26/03/2025,29.375,29.704567
27/03/2025,29.1,29.70377
28/03/2025,31.025,29.70283
29/03/2025,25.799999999999997,29.709078
30/03/2025,27.15,29.69651
31/03/2025,27.9,29.695623
01/04/2025,31.224999999999998,29.697332
02/04/2025,29.475,29.707922
03/04/2025,28.35,29.706352
04/04/2025,28.225,29.701738
05/04/2025,28.450000000000003,29.699766
06/04/2025,28.85,29.699793
07/04/2025,29.875000000000004,29.700914
08/04/2025,30.825,29.704441
09/04/2025,32.125,29.709215
10/04/2025,29.625,29.715992
11/04/2025,30.550000000000004,29.70991
12/04/2025,30.099999999999998,29.710232
13/04/2025,30.3,29.70927
14/04/2025,32.800000000000004,29.709675
15/04/2025,32.25,29.718946
16/04/2025,32.6,29.721144
17/04/2025,29.4,29.722944
18/04/2025,32.175,29.712652
19/04/2025,32.1,29.718027
20/04/2025,33.275,29.720713
21/04/2025,31.175000000000004,29.725367
22/04/2025,30.25,29.720562
23/04/2025,32.5,29.714941
24/04/2025,21.325,29.720688
25/04/2025,28.050000000000004,29.692747
26/04/2025,29.749999999999996,29.697298
27/04/2025,31.65,29.703838
28/04/2025,28.4,29.712835
29/04/2025,30.475,29.70501
30/04/2025,27.724999999999998,29.708073
01/05/2025,29.375,29.70087
02/05/2025,28.525000000000002,29.702776
03/05/2025,29.799999999999997,29.701115
04/05/2025,28.125000000000004,29.704193
05/05/2025,33.0,29.700499
06/05/2025,28.05,29.715319
07/05/2025,32.575,29.704746
08/05/2025,33.975,29.715239
09/05/2025,31.775000000000002,29.72485
10/05/2025,25.924999999999997,29.721548
11/05/2025,28.225,29.700586
12/05/2025,29.75,29.699507
13/05/2025,31.875,29.704262
14/05/2025,33.0,29.713766
15/05/2025,30.375,29.721659
16/05/2025,30.400000000000002,29.715591
17/05/2025,30.95,29.712591
18/05/2025,34.875,29.713568
19/05/2025,30.075,29.726784
20/05/2025,31.575,29.717012
21/05/2025,33.300000000000004,29.717558
22/05/2025,33.45,29.724077
23/05/2025,28.85,29.727047
24/05/2025,29.125,29.712824
25/05/2025,29.650000000000002,29.70753
26/05/2025,29.775,29.707672
27/05/2025,30.375,29.708303
28/05/2025,31.700000000000003,29.710487
29/05/2025,32.05,29.716066
30/05/2025,30.975,29.719637
31/05/2025,33.025,29.717121
01/06/2025,36.55,29.722769
02/06/2025,35.5,29.733004
03/06/2025,32.75,29.733898
04/06/2025,34.65,29.728258
05/06/2025,32.75,29.731113
06/06/2025,32.225,29.727922
07/06/2025,34.2,29.725378
08/06/2025,31.375,29.730072
